k,inertia,silhouette,calinski_harabasz,davies_bouldin
"[2, 3, 4, 5, 6, 7, 8]","[1594425.1047160397, 1477302.3747713645, 1377393.4689450718, 1310551.1993480832, 1253065.7253716402, 1217586.180600764, 1184082.001466227]","[0.13796409359744247, 0.1267326730130653, 0.10933708580908666, 0.11163026810339252, 0.11127363437098403, 0.1058566676042763, 0.09906720997718635]","[15227.93187020159, 11929.679480059141, 10794.054169148687, 9702.377974917685, 8977.077779868832, 8153.58609531533, 7564.967667640366]","[2.421665276701118, 2.4197922053235996, 2.358493619622533, 2.180640516054467, 2.115337677161395, 2.254785309561077, 2.2817939765771156]"
